"hgnc_symbol","ensembl_gene_id","ensembl_transcript_id","chromosome_name","percentage_gc_content","entrezgene","hgnc_symbol","hgnc_transcript_name","strand","band","transcript_length"
"ACVR2A","ENSG00000121989","ENST00000241416","2",0.3546,92,"ACVR2A","ACVR2A-001",1,"q22.3",5728
"ACVR2B","ENSG00000114739","ENST00000352511","3",0.4764,93,"ACVR2B","ACVR2B-001",1,"p22.2",11821
"ACVRL1","ENSG00000139567","ENST00000550683","12",0.5484,94,"ACVRL1","ACVRL1-002",1,"q13.13",4121
"ACY1","ENSG00000243989","ENST00000458031","3",0.5556,95,"ACY1","ACY1-201",1,"p21.2",1836
"ACY3","ENSG00000132744","ENST00000255082","11",0.5767,91703,"ACY3","ACY3-001",-1,"q13.2",1300
"ACYP1","ENSG00000119640","ENST00000555463","14",0.4166,97,"ACYP1","ACYP1-002",-1,"q24.3",789
"ACYP2","ENSG00000170634","ENST00000406041","2",0.4031,101927144,"ACYP2","ACYP2-003",1,"p16.2",1913
"ADA","ENSG00000196839","ENST00000464097","20",0.5346,100,"ADA","ADA-002",-1,"q13.12",1770
"ADAD1","ENSG00000164113","ENST00000296513","4",0.3655,132612,"ADAD1","ADAD1-001",1,"q27",1961
"ADAD2","ENSG00000140955","ENST00000564430","16",0.586,161931,"ADAD2","ADAD2-005",1,"q24.1",2558
"ADAL","ENSG00000168803","ENST00000422466","15",0.399,161823,"ADAL","ADAL-201",1,"q15.3",3593
"ADAM10","ENSG00000137845","ENST00000260408","15",0.374,102,"ADAM10","ADAM10-001",-1,"q21.3",5034
"ADAM11","ENSG00000073670","ENST00000200557","17",0.5928,4185,"ADAM11","ADAM11-001",1,"q21.31",4571
"ADAM12","ENSG00000148848","ENST00000368679","10",0.4311,8038,"ADAM12","ADAM12-001",-1,"q26.2",7938
"ADAM15","ENSG00000143537","ENST00000527418","1",0.5825,8751,"ADAM15","ADAM15-017",1,"q22",4508
"ADAM17","ENSG00000151694","ENST00000310823","2",0.41,6868,"ADAM17","ADAM17-001",-1,"p25.1",4349
"ADAM18","ENSG00000168619","ENST00000265707","8",0.3442,8749,"ADAM18","ADAM18-001",1,"p11.22",2388
"ADAM19","ENSG00000135074","ENST00000257527","5",0.4466,8728,"ADAM19","ADAM19-001",-1,"q33.3",6481
"ADAM2","ENSG00000104755","ENST00000265708","8",0.3502,2515,"ADAM2","ADAM2-001",-1,"p11.22",2672
"ADAM20","ENSG00000134007","ENST00000256389","14",0.3722,8748,"ADAM20","ADAM20-001",-1,"q24.2",2795
"ADAM21","ENSG00000139985","ENST00000603540","14",0.3973,8747,"ADAM21","ADAM21-001",1,"q24.2",2658
"ADAM21P1","ENSG00000235812","ENST00000529267","14",0.4522,145241,"ADAM21P1","ADAM21P1-001",-1,"q24.2",2170
"ADAM22","ENSG00000008277","ENST00000398204","7",0.3729,53616,"ADAM22","ADAM22-003",1,"q21.12",9334
"ADAM23","ENSG00000114948","ENST00000264377","2",0.3827,8745,"ADAM23","ADAM23-001",1,"q33.3",6327
"ADAM28","ENSG00000042980","ENST00000265769","8",0.3571,10863,"ADAM28","ADAM28-001",1,"p21.2",7052
"ADAM29","ENSG00000168594","ENST00000359240","4",0.3573,101928551,"ADAM29","ADAM29-201",1,"q34.1",3325
"ADAM30","ENSG00000134249","ENST00000369400","1",0.4381,11085,"ADAM30","ADAM30-001",-1,"p12",2963
"ADAM32","ENSG00000197140","ENST00000518259","8",0.3769,203102,"ADAM32","ADAM32-007",1,"p11.22",6871
"ADAM33","ENSG00000149451","ENST00000356518","20",0.612,80332,"ADAM33","ADAM33-001",-1,"p13",3677
"ADAM3A","ENSG00000197475","ENST00000490268","8",0.3499,1587,"ADAM3A","ADAM3A-005",-1,"p11.22",2627
"ADAM6","ENSG00000233988","ENST00000452053","14",0.4831,8755,"ADAM6","ADAM6-001",-1,"q32.33",1842
"ADAM7","ENSG00000069206","ENST00000175238","8",0.3676,8756,"ADAM7","ADAM7-001",1,"p21.2",3367
"ADAM8","ENSG00000151651","ENST00000445355","10",0.6374,101,"ADAM8","ADAM8-001",-1,"q26.3",3279
"ADAM9","ENSG00000168615","ENST00000487273","8",0.375,8754,"ADAM9","ADAM9-001",1,"p11.22",3839
"ADAMDEC1","ENSG00000134028","ENST00000538205","8",0.3635,27299,"ADAMDEC1","ADAMDEC1-201",1,"p21.2",2438
"ADAMTS1","ENSG00000154734","ENST00000284984","21",0.4512,9510,"ADAMTS1","ADAMTS1-001",-1,"q21.3",5191
"ADAMTS10","ENSG00000142303","ENST00000270328","19",0.5458,81794,"ADAMTS10","ADAMTS10-201",-1,"p13.2",4230
"ADAMTS12","ENSG00000151388","ENST00000504830","5",0.4043,81792,"ADAMTS12","ADAMTS12-002",-1,"p13.2",8774
"ADAMTS13","ENSG00000260099","ENST00000563979","HG79_PATCH",0.5515,11093,"ADAMTS13","ADAMTS13-001",1,"q34.2",4934
"ADAMTS14","ENSG00000138316","ENST00000373208","10",0.5287,140766,"ADAMTS14","ADAMTS14-001",1,"q22.1",5269
"ADAMTS15","ENSG00000166106","ENST00000299164","11",0.5166,170689,"ADAMTS15","ADAMTS15-001",1,"q24.3",5669
"ADAMTS16","ENSG00000145536","ENST00000274181","5",0.4224,170690,"ADAMTS16","ADAMTS16-001",1,"p15.32",4979
"ADAMTS17","ENSG00000140470","ENST00000268070","15",0.4662,170691,"ADAMTS17","ADAMTS17-001",-1,"q26.3",6207
"ADAMTS18","ENSG00000140873","ENST00000282849","16",0.3976,170692,"ADAMTS18","ADAMTS18-001",-1,"q23.1",5913
"ADAMTS19","ENSG00000145808","ENST00000274487","5",0.3494,171019,"ADAMTS19","ADAMTS19-001",1,"q23.3",5234
"ADAMTS2","ENSG00000087116","ENST00000251582","5",0.5387,9509,"ADAMTS2","ADAMTS2-001",-1,"q35.3",6754
"ADAMTS20","ENSG00000173157","ENST00000389420","12",0.3533,80070,"ADAMTS20","ADAMTS20-001",-1,"q12",6076
"ADAMTS3","ENSG00000156140","ENST00000286657","4",0.3577,9508,"ADAMTS3","ADAMTS3-001",-1,"q13.3",5822
"ADAMTS4","ENSG00000158859","ENST00000367996","1",0.5148,9507,"ADAMTS4","ADAMTS4-001",-1,"q23.3",9773
"ADAMTS5","ENSG00000154736","ENST00000284987","21",0.3823,11096,"ADAMTS5","ADAMTS5-001",-1,"q21.3",9056
"ADAMTS6","ENSG00000049192","ENST00000381055","5",0.3591,11174,"ADAMTS6","ADAMTS6-007",-1,"q12.3",7311
"ADAMTS7","ENSG00000136378","ENST00000388820","15",0.5603,11173,"ADAMTS7","ADAMTS7-001",-1,"q25.1",5490
"ADAMTS8","ENSG00000134917","ENST00000257359","11",0.5331,11095,"ADAMTS8","ADAMTS8-001",-1,"q24.3",4010
"ADAMTS9","ENSG00000163638","ENST00000498707","3",0.4009,56999,"ADAMTS9","ADAMTS9-001",-1,"p14.1",7464
"ADAMTS9-AS2","ENSG00000241684","ENST00000460833","3",0.3993,100507098,"ADAMTS9-AS2","ADAMTS9-AS2-003",1,"p14.1",3691
"ADAMTSL1","ENSG00000178031","ENST00000380548","9",0.3936,92949,"ADAMTSL1","ADAMTSL1-012",1,"p22.2",8030
"ADAMTSL2","ENSG00000197859","ENST00000393061","9",0.5943,100996396,"ADAMTSL2","ADAMTSL2-002",1,"q34.2",4270
"ADAMTSL3","ENSG00000156218","ENST00000286744","15",0.3981,57188,"ADAMTSL3","ADAMTSL3-001",1,"q25.2",7336
"ADAMTSL4","ENSG00000143382","ENST00000271643","1",0.6007,54507,"ADAMTSL4","ADAMTSL4-201",1,"q21.3",4197
"ADAMTSL5","ENSG00000185761","ENST00000330475","19",0.6093,339366,"ADAMTSL5","ADAMTSL5-001",-1,"p13.3",2851
"ADAP1","ENSG00000105963","ENST00000265846","7",0.6061,11033,"ADAP1","ADAP1-001",-1,"p22.3",2363
"ADAP2","ENSG00000184060","ENST00000330889","17",0.4803,55803,"ADAP2","ADAP2-001",1,"q11.2",2934
"ADAR","ENSG00000160710","ENST00000368474","1",0.4535,103,"ADAR","ADAR-001",-1,"q21.3",6620
"ADARB1","ENSG00000197381","ENST00000539173","21",0.4543,104,"ADARB1","ADARB1-202",1,"q22.3",7027
"ADARB2","ENSG00000185736","ENST00000381312","10",0.4772,105,"ADARB2","ADARB2-001",-1,"p15.3",3606
"ADARB2-AS1","ENSG00000205696","ENST00000421697","10",0.52,642394,"ADARB2-AS1","ADARB2-AS1-002",1,"p15.3",637
"ADAT1","ENSG00000065457","ENST00000566445","16",0.4465,23536,"ADAT1","ADAT1-002",-1,"q23.1",2768
"ADAT2","ENSG00000189007","ENST00000606514","6",0.3836,134637,"ADAT2","ADAT2-003",-1,"q24.2",6651
"ADAT3","ENSG00000213638","ENST00000329478","19",0.6031,113179,"ADAT3","ADAT3-001",1,"p13.3",1618
"ADC","ENSG00000142920","ENST00000484656","1",0.4593,113451,"ADC","ADC-008",1,"p35.1",5848
"ADCK1","ENSG00000063761","ENST00000555217","14",0.4763,57143,"ADCK1","ADCK1-005",1,"q24.3",3560
"ADCK2","ENSG00000133597","ENST00000072869","7",0.5051,90956,"ADCK2","ADCK2-001",1,"q34",2377
"ADCK3","ENSG00000163050","ENST00000366779","1",0.4911,56997,"ADCK3","ADCK3-004",1,"q42.13",5523
"ADCK4","ENSG00000123815","ENST00000324464","19",0.5266,79934,"ADCK4","ADCK4-001",-1,"q13.2",2443
"ADCK5","ENSG00000261694","ENST00000566603","HG243_PATCH",0.5752,203054,"ADCK5","ADCK5-003",1,"q24.3",2027
"ADCY1","ENSG00000164742","ENST00000297323","7",0.4764,107,"ADCY1","ADCY1-001",1,"p12.3",12503
"ADCY10","ENSG00000143199","ENST00000367848","1",0.4176,55811,"ADCY10","ADCY10-002",-1,"q24.2",5055
"ADCY2","ENSG00000078295","ENST00000489501","5",0.4092,108,"ADCY2","ADCY2-002",1,"p15.31",9908
"ADCY3","ENSG00000138031","ENST00000260600","2",0.5099,109,"ADCY3","ADCY3-001",-1,"p23.3",5050
"ADCY4","ENSG00000129467","ENST00000554577","14",0.5443,196883,"ADCY4","ADCY4-007",-1,"q12",5276
"ADCY5","ENSG00000173175","ENST00000462833","3",0.5127,111,"ADCY5","ADCY5-001",-1,"q21.1",7311
"ADCY6","ENSG00000174233","ENST00000307885","12",0.5435,112,"ADCY6","ADCY6-002",-1,"q13.12",6464
"ADCY7","ENSG00000121281","ENST00000394697","16",0.5443,113,"ADCY7","ADCY7-001",1,"q12.1",6213
"ADCY8","ENSG00000155897","ENST00000286355","8",0.4056,114,"ADCY8","ADCY8-001",-1,"q24.22",5938
"ADCY9","ENSG00000162104","ENST00000294016","16",0.4721,115,"ADCY9","ADCY9-001",-1,"p13.3",7725
"ADCYAP1","ENSG00000141433","ENST00000579794","18",0.5282,116,"ADCYAP1","ADCYAP1-003",1,"p11.32",3346
"ADCYAP1R1","ENSG00000078549","ENST00000304166","7",0.5188,117,"ADCYAP1R1","ADCYAP1R1-001",1,"p14.3",6487
"ADD1","ENSG00000087274","ENST00000506157","4",0.4484,118,"ADD1","ADD1-007",1,"p16.3",5179
"ADD2","ENSG00000075340","ENST00000264436","2",0.4481,119,"ADD2","ADD2-001",-1,"p13.3",9267
"ADD3","ENSG00000148700","ENST00000277900","10",0.3865,120,"ADD3","ADD3-002",1,"q25.1",4337
"ADGB","ENSG00000118492","ENST00000493950","6",0.3578,79747,"ADGB","ADGB-007",1,"q24.3",6779
"ADH1A","ENSG00000187758","ENST00000209668","4",0.3555,124,"ADH1A","ADH1A-001",-1,"q23",1499
"ADH1B","ENSG00000196616","ENST00000305046","4",0.3581,125,"ADH1B","ADH1B-001",-1,"q23",4072
"ADH1C","ENSG00000248144","ENST00000515683","4",0.3559,126,"ADH1C","ADH1C-001",-1,"q23",1740
"ADH4","ENSG00000198099","ENST00000508393","4",0.3753,127,"ADH4","ADH4-002",-1,"q23",2151
"ADH5","ENSG00000197894","ENST00000296412","4",0.4038,128,"ADH5","ADH5-001",-1,"q23",2612
"ADH6","ENSG00000172955","ENST00000394897","4",0.3738,130,"ADH6","ADH6-002",-1,"q23",3337
"ADH7","ENSG00000196344","ENST00000437033","4",0.3702,131,"ADH7","ADH7-001",-1,"q23",2516
"ADHFE1","ENSG00000147576","ENST00000424777","8",0.4302,137872,"ADHFE1","ADHFE1-002",1,"q13.1",2229
"ADI1","ENSG00000182551","ENST00000382093","2",0.4471,55256,"ADI1","ADI1-002",-1,"p25.3",3870
"ADIG","ENSG00000182035","ENST00000470147","20",0.5047,149685,"ADIG","ADIG-003",1,"q11.23",772
"ADIPOQ","ENSG00000181092","ENST00000412955","3",0.4388,9370,"ADIPOQ","ADIPOQ-201",1,"q27.3",4635
"ADIPOR1","ENSG00000159346","ENST00000340990","1",0.4428,51094,"ADIPOR1","ADIPOR1-001",-1,"q32.1",2177
"ADIPOR2","ENSG00000006831","ENST00000357103","12",0.394,79602,"ADIPOR2","ADIPOR2-001",1,"p13.33",4018
"ADK","ENSG00000156110","ENST00000372734","10",0.3742,132,"ADK","ADK-003",1,"q22.2",2083
"ADM","ENSG00000148926","ENST00000528655","11",0.6001,133,"ADM","ADM-002",1,"p15.4",1889
"ADM2","ENSG00000128165","ENST00000395738","22",0.6364,79924,"ADM2","ADM2-001",1,"q13.33",4276
"ADNP","ENSG00000101126","ENST00000396029","20",0.4167,23394,"ADNP","ADNP-002",-1,"q13.13",6234
"ADNP2","ENSG00000101544","ENST00000262198","18",0.4182,22850,"ADNP2","ADNP2-001",1,"q23",5393
"ADO","ENSG00000181915","ENST00000373783","10",0.4819,84890,"ADO","ADO-001",1,"q21.3",3723
"ADORA1","ENSG00000163485","ENST00000367236","1",0.4814,134,"ADORA1","ADORA1-001",1,"q32.1",3407
"ADORA2A","ENSG00000128271","ENST00000337539","22",0.5924,135,"ADORA2A","ADORA2A-001",1,"q11.23",2569
"ADORA2B","ENSG00000170425","ENST00000582124","17",0.4986,136,"ADORA2B","ADORA2B-002",1,"p12",1875
"ADORA3","ENSG00000121933","ENST00000241356","1",0.4145,140,"ADORA3","ADORA3-010",-1,"p13.2",1884
"ADPGK","ENSG00000159322","ENST00000562621","15",0.4353,83440,"ADPGK","ADPGK-004",-1,"q24.1",4576
"ADPRH","ENSG00000144843","ENST00000478399","3",0.4624,141,"ADPRH","ADPRH-001",1,"q13.33",4546
"ADPRHL1","ENSG00000153531","ENST00000356501","13",0.5383,113622,"ADPRHL1","ADPRHL1-001",-1,"q34",1872
"ADPRHL2","ENSG00000116863","ENST00000373178","1",0.5516,54936,"ADPRHL2","ADPRHL2-001",1,"p34.3",1668
"ADRA1A","ENSG00000120907","ENST00000380573","8",0.4126,148,"ADRA1A","ADRA1A-008",-1,"p21.2",2548
"ADRA1B","ENSG00000170214","ENST00000306675","5",0.4385,147,"ADRA1B","ADRA1B-001",1,"q33.3",1738
"ADRA1D","ENSG00000171873","ENST00000379453","20",0.5159,146,"ADRA1D","ADRA1D-001",-1,"p13",2677
"ADRA2A","ENSG00000150594","ENST00000280155","10",0.5981,150,"ADRA2A","ADRA2A-001",1,"q25.2",3869
"ADRA2B","ENSG00000222040","ENST00000409345","2",0.6071,151,"ADRA2B","ADRA2B-001",-1,"q11.1",3278
"ADRA2C","ENSG00000184160","ENST00000330055","4",0.6968,152,"ADRA2C","ADRA2C-002",1,"p16.3",2127
"ADRB1","ENSG00000043591","ENST00000369295","10",0.5751,153,"ADRB1","ADRB1-001",1,"q25.3",2862
"ADRB2","ENSG00000169252","ENST00000305988","5",0.5061,154,"ADRB2","ADRB2-001",1,"q32",2041
"ADRB3","ENSG00000188778","ENST00000345060","8",0.5922,155,"ADRB3","ADRB3-001",-1,"p11.23",2943
"ADRBK1","ENSG00000173020","ENST00000416281","11",0.6102,156,"ADRBK1","ADRBK1-002",1,"q13.2",4493
"ADRBK2","ENSG00000100077","ENST00000324198","22",0.4055,157,"ADRBK2","ADRBK2-001",1,"q12.1",9103
"ADRM1","ENSG00000130706","ENST00000253003","20",0.6409,11047,"ADRM1","ADRM1-001",1,"q13.33",1371
"ADSL","ENSG00000239900","ENST00000423176","22",0.4497,158,"ADSL","ADSL-009",1,"q13.1",3073
"ADSS","ENSG00000035687","ENST00000366535","1",0.383,159,"ADSS","ADSS-001",-1,"q44",2780
"ADSSL1","ENSG00000185100","ENST00000557582","14",0.6075,122622,"ADSSL1","ADSSL1-004",1,"q32.33",2600
"ADTRP","ENSG00000111863","ENST00000414691","6",0.4346,84830,"ADTRP","ADTRP-001",-1,"p24.1",2058
"AEBP1","ENSG00000106624","ENST00000223357","7",0.627,165,"AEBP1","AEBP1-001",1,"p13",4081
"AEBP2","ENSG00000139154","ENST00000266508","12",0.4033,121536,"AEBP2","AEBP2-003",1,"p12.3",3620
"AEN","ENSG00000181026","ENST00000557927","15",0.5146,64782,"AEN","AEN-002",1,"q26.1",5039
"AES","ENSG00000104964","ENST00000592414","19",0.6037,166,"AES","AES-006",-1,"p13.3",3274
"AFAP1","ENSG00000196526","ENST00000420658","4",0.4639,60312,"AFAP1","AFAP1-202",-1,"p16.1",7768
"AFAP1-AS1","ENSG00000272620","ENST00000608442","4",0.5291,84740,"AFAP1-AS1","AFAP1-AS1-001",1,"p16.1",6795
"AFAP1L1","ENSG00000157510","ENST00000296721","5",0.4632,134265,"AFAP1L1","AFAP1L1-001",1,"q32",4177
"AFAP1L2","ENSG00000169129","ENST00000369271","10",0.4826,84632,"AFAP1L2","AFAP1L2-001",-1,"q25.3",3964
"AFF1","ENSG00000172493","ENST00000307808","4",0.4119,4299,"AFF1","AFF1-001",1,"q21.3",9390
"AFF2","ENSG00000155966","ENST00000370460","X",0.3884,2334,"AFF2","AFF2-001",1,"q28",13746
"AFF3","ENSG00000144218","ENST00000409236","2",0.4163,3899,"AFF3","AFF3-001",-1,"q11.2",9407
"AFF4","ENSG00000072364","ENST00000265343","5",0.4042,27125,"AFF4","AFF4-001",-1,"q31.1",9552
"AFG3L1P","ENSG00000223959","ENST00000454997","16",0.5098,172,"AFG3L1P","AFG3L1P-012",1,"q24.3",3327
"AFG3L2","ENSG00000141385","ENST00000588893","18",0.447,10939,"AFG3L2","AFG3L2-004",-1,"p11.21",3367
"AFM","ENSG00000079557","ENST00000226355","4",0.3624,173,"AFM","AFM-001",1,"q13.3",2032
"AFMID","ENSG00000183077","ENST00000409257","17",0.5108,125061,"AFMID","AFMID-005",1,"q25.3",1730
"AFP","ENSG00000081051","ENST00000395792","4",0.3451,174,"AFP","AFP-001",1,"q13.3",2484
"AFTPH","ENSG00000119844","ENST00000498706","2",0.3727,54812,"AFTPH","AFTPH-004",1,"p14",4674
"AGA","ENSG00000038002","ENST00000264595","4",0.3989,175,"AGA","AGA-001",-1,"q34.3",2107
"AGAP1","ENSG00000157985","ENST00000304032","2",0.4733,116987,"AGAP1","AGAP1-001",1,"q37.2",10832
"AGAP11","ENSG00000151303","ENST00000444431","10",0.4061,NA,"AGAP11","AGAP11-001",1,"q23.2",4560
"AGAP2","ENSG00000135439","ENST00000328568","12",0.5788,116986,"AGAP2","AGAP2-003",-1,"q14.1",4464
"AGAP3","ENSG00000133612","ENST00000473633","7",0.5773,116988,"AGAP3","AGAP3-008",1,"q36.1",3751
"AGAP4","ENSG00000188234","ENST00000448048","10",0.4111,101060581,"AGAP4","AGAP4-001",-1,"q11.22",2439
"AGAP5","ENSG00000172650","ENST00000443782","10",0.4199,101060581,"AGAP5","AGAP5-001",-1,"q22.2",2430
"AGAP6","ENSG00000204149","ENST00000374056","10",0.4081,101060581,"AGAP6","AGAP6-201",1,"q11.23",2703
"AGAP7","ENSG00000204169","ENST00000374095","10",0.4081,653268,"AGAP7","AGAP7-001",-1,"q11.23",2420
"AGAP8","ENSG00000174194","ENST00000602930","10",0.394,728404,"AGAP8","AGAP8-006",-1,"q11.23",2803
"AGAP9","ENSG00000198035","ENST00000453919","10",0.4123,642517,"AGAP9","AGAP9-201",1,"q11.22",2410
"AGBL1","ENSG00000166748","ENST00000441037","15",0.3904,123624,"AGBL1","AGBL1-001",1,"q25.3",3508
"AGBL2","ENSG00000165923","ENST00000525123","11",0.449,79841,"AGBL2","AGBL2-001",-1,"p11.2",3577
"AGBL3","ENSG00000146856","ENST00000458078","7",0.3682,340351,"AGBL3","AGBL3-202",1,"q33",3767
"AGBL4","ENSG00000186094","ENST00000416121","1",0.3905,84871,"AGBL4","AGBL4-002",-1,"p33",3938
"AGBL5","ENSG00000084693","ENST00000487078","2",0.4847,60509,"AGBL5","AGBL5-001",1,"p23.3",3261
"AGER","ENSG00000206320","ENST00000462045","HSCHR6_MHC_QBL",0.5663,177,"AGER","AGER-003",-1,"p21.32",1597
"AGFG1","ENSG00000173744","ENST00000310078","2",0.3709,3267,"AGFG1","AGFG1-001",1,"q36.3",8668
"AGFG2","ENSG00000106351","ENST00000300176","7",0.4983,3268,"AGFG2","AGFG2-001",1,"q22.1",4796
"AGGF1","ENSG00000164252","ENST00000312916","5",0.3902,55109,"AGGF1","AGGF1-001",1,"q13.3",4509
"AGK","ENSG00000006530","ENST00000355413","7",0.3959,55750,"AGK","AGK-001",1,"q34",3849
"AGL","ENSG00000162688","ENST00000294724","1",0.3647,178,"AGL","AGL-004",1,"p21.2",7446
"AGMAT","ENSG00000116771","ENST00000375826","1",0.4963,79814,"AGMAT","AGMAT-001",-1,"p36.21",2500
"AGMO","ENSG00000187546","ENST00000342526","7",0.3499,392636,"AGMO","AGMO-001",-1,"p21.2",2475
"AGPAT1","ENSG00000206324","ENST00000399825","HSCHR6_MHC_QBL",0.5059,10554,"AGPAT1","AGPAT1-006",-1,"p21.32",2496
"AGPAT2","ENSG00000169692","ENST00000371696","9",0.6268,10555,"AGPAT2","AGPAT2-001",-1,"q34.3",1512
"AGPAT3","ENSG00000160216","ENST00000398063","21",0.5171,56894,"AGPAT3","AGPAT3-004",1,"q22.3",5767
"AGPAT4","ENSG00000026652","ENST00000320285","6",0.4536,56895,"AGPAT4","AGPAT4-001",-1,"q26",7865
"AGPAT5","ENSG00000155189","ENST00000285518","8",0.3861,55326,"AGPAT5","AGPAT5-001",1,"p23.1",3682
"AGPAT6","ENSG00000158669","ENST00000396987","8",0.457,137964,"AGPAT6","AGPAT6-001",1,"p11.21",6298
"AGPAT9","ENSG00000138678","ENST00000395226","4",0.4009,84803,"AGPAT9","AGPAT9-001",1,"q21.23",2631
"AGPS","ENSG00000018510","ENST00000264167","2",0.3602,8540,"AGPS","AGPS-001",1,"q31.2",7764
"AGR2","ENSG00000106541","ENST00000419304","7",0.3842,10551,"AGR2","AGR2-001",-1,"p21.1",1778
"AGR3","ENSG00000173467","ENST00000310398","7",0.3519,155465,"AGR3","AGR3-001",-1,"p21.1",749
"AGRN","ENSG00000188157","ENST00000379370","1",0.6571,375790,"AGRN","AGRN-001",1,"p36.33",7323
"AGRP","ENSG00000159723","ENST00000290953","16",0.6042,181,"AGRP","AGRP-001",-1,"q22.1",764
"AGT","ENSG00000135744","ENST00000366667","1",0.5369,183,"AGT","AGT-001",-1,"q42.2",2291
"AGTPBP1","ENSG00000135049","ENST00000357081","9",0.3666,23287,"AGTPBP1","AGTPBP1-004",-1,"q21.33",4393
"AGTR1","ENSG00000144891","ENST00000542281","3",0.3738,185,"AGTR1","AGTR1-203",1,"q24",2412
"AGTR2","ENSG00000180772","ENST00000371906","X",0.3369,186,"AGTR2","AGTR2-001",1,"q23",2882
"AGTRAP","ENSG00000177674","ENST00000491346","1",0.5437,57085,"AGTRAP","AGTRAP-007",1,"p36.22",1116
"AGXT","ENSG00000172482","ENST00000470255","2",0.6168,189,"AGXT","AGXT-002",1,"q37.3",2638
"AGXT2","ENSG00000113492","ENST00000231420","5",0.4234,64902,"AGXT2","AGXT2-001",-1,"p13.2",2364
"AHCTF1","ENSG00000153207","ENST00000366508","1",0.3875,25909,"AHCTF1","AHCTF1-001",-1,"q44",8751
"AHCY","ENSG00000101444","ENST00000538132","20",0.5038,191,"AHCY","AHCY-006",-1,"q11.22",2366
"AHCYL1","ENSG00000168710","ENST00000369799","1",0.4097,10768,"AHCYL1","AHCYL1-001",1,"p13.3",4015
"AHCYL2","ENSG00000158467","ENST00000325006","7",0.3997,23382,"AHCYL2","AHCYL2-012",1,"q32.1",5056
"AHDC1","ENSG00000126705","ENST00000374011","1",0.5639,27245,"AHDC1","AHDC1-201",-1,"p36.11",6438
"AHI1","ENSG00000135541","ENST00000367800","6",0.3631,54806,"AHI1","AHI1-008",-1,"q23.3",5921
"AHNAK","ENSG00000124942","ENST00000378024","11",0.5005,79026,"AHNAK","AHNAK-005",-1,"q12.3",18787
"AHNAK2","ENSG00000185567","ENST00000555122","14",0.5728,113146,"AHNAK2","AHNAK2-002",-1,"q32.33",18335
"AHR","ENSG00000106546","ENST00000242057","7",0.3456,196,"AHR","AHR-002",1,"p21.1",6276
"AHRR","ENSG00000063438","ENST00000316418","5",0.5227,57491,"AHRR","AHRR-001",1,"p15.33",5661
"AHSA1","ENSG00000100591","ENST00000216479","14",0.4604,10598,"AHSA1","AHSA1-001",1,"q24.3",1402
"AHSA2","ENSG00000173209","ENST00000394457","2",0.4461,130872,"AHSA2","AHSA2-001",1,"p15",6574
"AHSG","ENSG00000145192","ENST00000411641","3",0.4765,197,"AHSG","AHSG-001",1,"q27.3",1711
"AHSP","ENSG00000169877","ENST00000302312","16",0.5213,51327,"AHSP","AHSP-001",1,"p11.2",524
"AICDA","ENSG00000111732","ENST00000229335","12",0.4142,57379,"AICDA","AICDA-001",-1,"p13.31",2819
"AIDA","ENSG00000186063","ENST00000474863","1",0.3846,64853,"AIDA","AIDA-002",-1,"q41",4050
"AIF1","ENSG00000237727","ENST00000459762","HSCHR6_MHC_COX",0.5397,199,"AIF1","AIF1-006",1,"p21.33",1180
"AIF1L","ENSG00000126878","ENST00000372309","9",0.5381,83543,"AIF1L","AIF1L-201",1,"q34.12",3515
"AIFM1","ENSG00000156709","ENST00000287295","X",0.4298,9131,"AIFM1","AIFM1-001",-1,"q26.1",2260
"AIFM2","ENSG00000042286","ENST00000307864","10",0.5025,84883,"AIFM2","AIFM2-001",-1,"q22.1",3240
"AIFM3","ENSG00000183773","ENST00000486003","22",0.5924,150209,"AIFM3","AIFM3-006",1,"q11.21",2850
"AIG1","ENSG00000146416","ENST00000494282","6",0.3967,51390,"AIG1","AIG1-007",1,"q24.2",3393
"AIM1","ENSG00000112297","ENST00000369066","6",0.4014,202,"AIM1","AIM1-001",1,"q21",7544
"AIM1L","ENSG00000176092","ENST00000527815","1",0.5216,55057,"AIM1L","AIM1L-001",-1,"p36.11",2523
"AIM2","ENSG00000163568","ENST00000368130","1",0.401,9447,"AIM2","AIM2-001",-1,"q23.2",1529
"AIMP1","ENSG00000164022","ENST00000394701","4",0.3671,9255,"AIMP1","AIMP1-001",1,"q24",2586
"AIMP2","ENSG00000106305","ENST00000223029","7",0.4693,7965,"AIMP2","AIMP2-001",1,"p22.1",1225
"AIP","ENSG00000110711","ENST00000279146","11",0.5623,9049,"AIP","AIP-001",1,"q13.2",1221
"AIPL1","ENSG00000129221","ENST00000381128","17",0.4933,23746,"AIPL1","AIPL1-007",-1,"p13.2",2964
"AIRE","ENSG00000160224","ENST00000530812","21",0.6387,326,"AIRE","AIRE-005",1,"q22.3",4306
"AJAP1","ENSG00000196581","ENST00000378191","1",0.5237,55966,"AJAP1","AJAP1-001",1,"p36.32",11666
